,NAICS4,date,china_import,total_import,weighted_tariff,emplvl,NAICS2,treatment
0,1111.0,2016-01-01,9351822.0,271853483.0,0.5013970620000355,46879,11,0
1,1111.0,2016-02-01,6817036.0,217027631.0,0.5013970620000355,47328,11,0
2,1111.0,2016-03-01,7240204.0,301227559.0,0.5013970620000355,49197,11,0
3,1111.0,2016-04-01,5832994.0,262957341.0,0.5013970620000355,53431,11,0
4,1111.0,2016-05-01,6601558.0,213649478.0,0.5013970620000355,55389,11,0
5,1111.0,2016-06-01,8125655.0,239299871.0,0.5013970620000355,57179,11,0
6,1111.0,2016-07-01,7235333.0,211373898.0,0.5013970620000355,60223,11,0
7,1111.0,2016-08-01,6713558.0,261096871.0,0.5013970620000355,59470,11,0
8,1111.0,2016-09-01,5257532.0,256023760.0,0.5013970620000355,60615,11,0
9,1111.0,2016-10-01,5369954.0,193615324.0,0.5013970620000355,63445,11,0
10,1111.0,2016-11-01,6433334.0,230535606.0,0.5013970620000355,58493,11,0
11,1111.0,2016-12-01,6660853.0,200323412.0,0.5013970620000355,54098,11,0
12,1111.0,2017-01-01,7979873.0,279280451.0,0.5013970620000355,47220,11,0
13,1111.0,2017-02-01,4526382.0,231672963.0,0.5013970620000355,47721,11,0
14,1111.0,2017-03-01,4768903.0,327030426.0,0.5013970620000355,49537,11,0
15,1111.0,2017-04-01,5130153.0,259442198.0,0.5013970620000355,52299,11,0
16,1111.0,2017-05-01,6908846.0,260548196.0,0.5013970620000355,54976,11,0
17,1111.0,2017-06-01,5788952.0,218656885.0,0.5013970620000355,56821,11,0
18,1111.0,2017-07-01,4553437.0,231717600.0,0.5013970620000355,59104,11,0
19,1111.0,2017-08-01,5081611.0,218179355.0,0.5013970620000355,59037,11,0
20,1111.0,2017-09-01,4816100.0,197222366.0,0.5013970620000355,58879,11,0
21,1111.0,2017-10-01,5298345.0,246712209.0,0.5013970620000355,62894,11,0
22,1111.0,2017-11-01,5530742.0,199306739.0,0.5013970620000355,58191,11,0
23,1111.0,2017-12-01,7007165.0,215376093.0,0.5013970620000355,54554,11,0
24,1111.0,2018-01-01,6575901.0,245295775.0,0.5013970620000355,47426,11,0
25,1111.0,2018-02-01,5328041.0,202422294.0,0.5013970620000355,47803,11,0
26,1111.0,2018-03-01,5606066.0,281050050.0,0.5013970620000355,49585,11,0
27,1111.0,2018-04-01,4641796.0,310772331.0,0.5013970620000355,52402,11,0
28,1111.0,2018-05-01,6241431.0,257751247.0,0.5013970620000355,55830,11,0
29,1111.0,2018-06-01,7913569.0,227948789.0,0.5013970620000355,56920,11,0
30,1111.0,2018-07-01,6186467.0,233679292.0,0.5013970620000355,58632,11,0
31,1111.0,2018-08-01,6548512.0,201570377.0,0.5013970620000355,58074,11,0
32,1111.0,2018-09-01,5210203.0,172751013.0,0.5013970620000355,58646,11,0
33,1111.0,2018-10-01,4829789.0,182351466.0,8.951856569348532,62062,11,1
34,1111.0,2018-11-01,3244883.0,163503670.0,8.951856569348532,57915,11,1
35,1111.0,2018-12-01,9631986.0,205960555.0,8.951856569348532,54166,11,1
36,1111.0,2019-01-01,3225478.0,231010159.0,8.951856569348532,47848,11,1
37,1111.0,2019-02-01,3209088.0,170733029.0,8.951856569348532,47707,11,1
38,1111.0,2019-03-01,3025154.0,234043214.0,8.951856569348532,49148,11,1
39,1111.0,2019-04-01,2934380.0,234798627.0,8.951856569348532,52432,11,1
40,1111.0,2019-05-01,3118372.0,186593887.0,8.951856569348532,55102,11,1
41,1111.0,2019-06-01,3154807.0,163619812.0,21.627545830371275,56434,11,1
42,1111.0,2019-07-01,3397530.0,133780342.0,21.627545830371275,57663,11,1
43,1111.0,2019-08-01,2374951.0,155636033.0,21.627545830371275,58013,11,1
44,1111.0,2019-09-01,3869842.0,167748476.0,23.8343963070388,57275,11,1
45,1111.0,2019-10-01,3254374.0,174999193.0,23.8343963070388,61327,11,1
46,1111.0,2019-11-01,3376875.0,146526765.0,23.8343963070388,58488,11,1
47,1111.0,2019-12-01,4549100.0,177139615.0,23.8343963070388,54722,11,1
48,1111.0,2020-01-01,4282930.0,215644800.0,23.8343963070388,48707,11,1
49,1111.0,2020-02-01,3349604.0,184954670.0,23.8343963070388,48272,11,1
50,1112.0,2016-01-01,17464206.0,1008258750.0,6.184394674545784,82003,11,0
51,1112.0,2016-02-01,13427484.0,997911176.0,6.184394674545784,81371,11,0
52,1112.0,2016-03-01,13412390.0,1005495312.0,6.184394674545784,84040,11,0
53,1112.0,2016-04-01,19310817.0,907318011.0,6.184394674545784,93597,11,0
54,1112.0,2016-05-01,17685888.0,745800941.0,6.184394674545784,101225,11,0
55,1112.0,2016-06-01,12254714.0,570361699.0,6.184394674545784,105016,11,0
56,1112.0,2016-07-01,14247822.0,503330064.0,6.184394674545784,104008,11,0
57,1112.0,2016-08-01,19882710.0,512160043.0,6.184394674545784,104811,11,0
58,1112.0,2016-09-01,16649562.0,516636293.0,6.184394674545784,112751,11,0
59,1112.0,2016-10-01,25027664.0,615523020.0,6.184394674545784,117444,11,0
60,1112.0,2016-11-01,25204526.0,688818306.0,6.184394674545784,100319,11,0
61,1112.0,2016-12-01,34657020.0,762619794.0,6.184394674545784,87054,11,0
62,1112.0,2017-01-01,28317924.0,821922434.0,6.184394674545784,78629,11,0
63,1112.0,2017-02-01,16272980.0,837564384.0,6.184394674545784,79475,11,0
64,1112.0,2017-03-01,16834654.0,966075778.0,6.184394674545784,82343,11,0
65,1112.0,2017-04-01,20410548.0,877643305.0,6.184394674545784,90826,11,0
66,1112.0,2017-05-01,17329801.0,765811523.0,6.184394674545784,98853,11,0
67,1112.0,2017-06-01,17829710.0,582948370.0,6.184394674545784,102836,11,0
68,1112.0,2017-07-01,12395612.0,543706042.0,6.184394674545784,101712,11,0
69,1112.0,2017-08-01,14270231.0,521463984.0,6.184394674545784,103235,11,0
70,1112.0,2017-09-01,15426917.0,554747537.0,6.184394674545784,109772,11,0
71,1112.0,2017-10-01,33389780.0,708424970.0,6.184394674545784,115255,11,0
72,1112.0,2017-11-01,22962610.0,766968637.0,6.184394674545784,94312,11,0
73,1112.0,2017-12-01,23821675.0,850919563.0,6.184394674545784,83019,11,0
74,1112.0,2018-01-01,18801674.0,1047727074.0,6.184394674545784,76098,11,0
75,1112.0,2018-02-01,18580845.0,878568235.0,6.184394674545784,77781,11,0
76,1112.0,2018-03-01,16480285.0,970739918.0,6.184394674545784,80081,11,0
77,1112.0,2018-04-01,17256330.0,864811614.0,6.184394674545784,88675,11,0
78,1112.0,2018-05-01,15840141.0,808808103.0,6.184394674545784,97981,11,0
79,1112.0,2018-06-01,11173485.0,628457721.0,6.184394674545784,101326,11,0
80,1112.0,2018-07-01,12276931.0,559156946.0,6.184394674545784,99579,11,0
81,1112.0,2018-08-01,15113564.0,561251846.0,6.184394674545784,100975,11,0
82,1112.0,2018-09-01,20399433.0,551033035.0,6.184394674545784,108011,11,0
83,1112.0,2018-10-01,19469448.0,660646025.0,10.943021115943983,111259,11,0
84,1112.0,2018-11-01,17462067.0,718257372.0,10.943021115943983,90078,11,0
85,1112.0,2018-12-01,16475013.0,846239578.0,10.943021115943983,79069,11,0
86,1112.0,2019-01-01,14440722.0,1003996978.0,10.943021115943983,70940,11,0
87,1112.0,2019-02-01,8849560.0,862528610.0,10.943021115943983,72062,11,0
88,1112.0,2019-03-01,10499869.0,1026616308.0,10.943021115943983,75848,11,0
89,1112.0,2019-04-01,10017259.0,910494207.0,10.943021115943983,83768,11,0
90,1112.0,2019-05-01,13302847.0,835642787.0,10.943021115943983,92893,11,0
91,1112.0,2019-06-01,9954660.0,611570923.0,18.08096077804128,95224,11,1
92,1112.0,2019-07-01,9001409.0,602275576.0,18.08096077804128,97231,11,1
93,1112.0,2019-08-01,11043181.0,579199802.0,18.08096077804128,98654,11,1
94,1112.0,2019-09-01,11586159.0,592340965.0,25.828168661023366,105252,11,1
95,1112.0,2019-10-01,16472170.0,694948511.0,25.828168661023366,111793,11,1
96,1112.0,2019-11-01,14507077.0,774116933.0,25.828168661023366,91732,11,1
97,1112.0,2019-12-01,20484027.0,871750096.0,25.828168661023366,79165,11,1
98,1112.0,2020-01-01,15237075.0,1089691960.0,25.828168661023366,70705,11,1
99,1112.0,2020-02-01,11798616.0,960010895.0,25.828168661023366,72724,11,1
100,1113.0,2016-01-01,9199066.0,1742259894.0,1.1016774250024144,144823,11,0
101,1113.0,2016-02-01,6067258.0,1800821468.0,1.1016774250024144,150029,11,0
102,1113.0,2016-03-01,9103876.0,1746205335.0,1.1016774250024144,156770,11,0
103,1113.0,2016-04-01,12433021.0,1566633935.0,1.1016774250024144,186572,11,0
104,1113.0,2016-05-01,12769881.0,1716218788.0,1.1016774250024144,196748,11,0
105,1113.0,2016-06-01,18180228.0,1468836297.0,1.1016774250024144,238231,11,0
106,1113.0,2016-07-01,10216294.0,1311592567.0,1.1016774250024144,239898,11,0
107,1113.0,2016-08-01,13713583.0,1357614326.0,1.1016774250024144,232105,11,0
108,1113.0,2016-09-01,9464301.0,1337505719.0,1.1016774250024144,233291,11,0
109,1113.0,2016-10-01,10984830.0,1458317725.0,1.1016774250024144,212455,11,0
110,1113.0,2016-11-01,14718365.0,1599194688.0,1.1016774250024144,172970,11,0
111,1113.0,2016-12-01,14998835.0,1911738023.0,1.1016774250024144,148271,11,0
112,1113.0,2017-01-01,12475992.0,2124555467.0,1.1016774250024144,132920,11,0
113,1113.0,2017-02-01,8821869.0,1969164066.0,1.1016774250024144,145368,11,0
114,1113.0,2017-03-01,8259931.0,2101518158.0,1.1016774250024144,156780,11,0
115,1113.0,2017-04-01,10983523.0,1896780636.0,1.1016774250024144,178413,11,0
116,1113.0,2017-05-01,13417805.0,1957838099.0,1.1016774250024144,188113,11,0
117,1113.0,2017-06-01,14616005.0,1843993613.0,1.1016774250024144,224536,11,0
118,1113.0,2017-07-01,15378653.0,1539613023.0,1.1016774250024144,251792,11,0
119,1113.0,2017-08-01,8899972.0,1588281007.0,1.1016774250024144,226296,11,0
120,1113.0,2017-09-01,8301169.0,1508117097.0,1.1016774250024144,232147,11,0
121,1113.0,2017-10-01,11164225.0,1463322339.0,1.1016774250024144,214367,11,0
122,1113.0,2017-11-01,9997707.0,1545500955.0,1.1016774250024144,169298,11,0
123,1113.0,2017-12-01,9814293.0,1765594111.0,1.1016774250024144,147971,11,0
124,1113.0,2018-01-01,14245158.0,2174526444.0,1.1016774250024144,138479,11,0
125,1113.0,2018-02-01,9864915.0,2034730623.0,1.1016774250024144,148636,11,0
126,1113.0,2018-03-01,10069227.0,2096957809.0,1.1016774250024144,150083,11,0
127,1113.0,2018-04-01,9201343.0,1943574825.0,1.1016774250024144,169012,11,0
128,1113.0,2018-05-01,12186912.0,1927913527.0,1.1016774250024144,182005,11,0
129,1113.0,2018-06-01,16702013.0,1698681289.0,1.1016774250024144,224418,11,0
130,1113.0,2018-07-01,17147086.0,1538970218.0,1.1016774250024144,237660,11,0
131,1113.0,2018-08-01,16823670.0,1586884714.0,1.1016774250024144,219423,11,0
132,1113.0,2018-09-01,9334921.0,1270629280.0,1.1016774250024144,222994,11,0
133,1113.0,2018-10-01,9800969.0,1530271220.0,5.38925627708989,206720,11,0
134,1113.0,2018-11-01,9415720.0,1449519446.0,5.38925627708989,163481,11,0
135,1113.0,2018-12-01,13502853.0,1691022187.0,5.38925627708989,143105,11,0
136,1113.0,2019-01-01,9784332.0,2067182257.0,5.38925627708989,131150,11,0
137,1113.0,2019-02-01,7157932.0,1879283377.0,5.38925627708989,130816,11,0
138,1113.0,2019-03-01,9892282.0,1992992484.0,5.38925627708989,137403,11,0
139,1113.0,2019-04-01,9010576.0,2004020190.0,5.38925627708989,161721,11,0
140,1113.0,2019-05-01,12577169.0,1886604324.0,5.38925627708989,174123,11,0
141,1113.0,2019-06-01,18577902.0,1808842426.0,11.820624555221105,210172,11,1
142,1113.0,2019-07-01,10655286.0,1644511245.0,11.820624555221105,230288,11,1
143,1113.0,2019-08-01,9620843.0,1495567840.0,11.820624555221105,213244,11,1
144,1113.0,2019-09-01,9745601.0,1448869368.0,19.83319381524592,216533,11,1
145,1113.0,2019-10-01,8073261.0,1439740741.0,19.83319381524592,204433,11,1
146,1113.0,2019-11-01,10531388.0,1389029430.0,19.83319381524592,161061,11,1
147,1113.0,2019-12-01,8083478.0,1752076358.0,19.83319381524592,140809,11,1
148,1113.0,2020-01-01,9646383.0,2043397137.0,19.83319381524592,129601,11,1
149,1113.0,2020-02-01,5083942.0,1961560176.0,19.83319381524592,135269,11,1
150,1114.0,2016-01-01,3452440.0,205486255.0,6.094334869418943,127862,11,0
151,1114.0,2016-02-01,2874709.0,206608776.0,6.094334869418943,134559,11,0
152,1114.0,2016-03-01,3122629.0,170660429.0,6.094334869418943,150645,11,0
153,1114.0,2016-04-01,3171100.0,239183419.0,6.094334869418943,166429,11,0
154,1114.0,2016-05-01,3073169.0,188317893.0,6.094334869418943,169971,11,0
155,1114.0,2016-06-01,2946630.0,135289566.0,6.094334869418943,163639,11,0
156,1114.0,2016-07-01,2343382.0,126125399.0,6.094334869418943,154778,11,0
157,1114.0,2016-08-01,3478830.0,138376413.0,6.094334869418943,149350,11,0
158,1114.0,2016-09-01,2634758.0,152456141.0,6.094334869418943,148085,11,0
159,1114.0,2016-10-01,3005246.0,159722814.0,6.094334869418943,148943,11,0
160,1114.0,2016-11-01,4147265.0,183866577.0,6.094334869418943,146946,11,0
161,1114.0,2016-12-01,4108874.0,153268837.0,6.094334869418943,139263,11,0
162,1114.0,2017-01-01,4536632.0,204809890.0,6.094334869418943,129603,11,0
163,1114.0,2017-02-01,3297408.0,225676598.0,6.094334869418943,138226,11,0
164,1114.0,2017-03-01,3929207.0,150481072.0,6.094334869418943,153731,11,0
165,1114.0,2017-04-01,4133551.0,239532760.0,6.094334869418943,169712,11,0
166,1114.0,2017-05-01,3828687.0,255245881.0,6.094334869418943,173501,11,0
167,1114.0,2017-06-01,3729342.0,146655383.0,6.094334869418943,166355,11,0
168,1114.0,2017-07-01,3717212.0,129680812.0,6.094334869418943,156885,11,0
169,1114.0,2017-08-01,3709725.0,143866588.0,6.094334869418943,152129,11,0
170,1114.0,2017-09-01,3726451.0,158617550.0,6.094334869418943,148979,11,0
171,1114.0,2017-10-01,3645242.0,172676731.0,6.094334869418943,151382,11,0
172,1114.0,2017-11-01,4032754.0,195671222.0,6.094334869418943,150744,11,0
173,1114.0,2017-12-01,4281801.0,166747701.0,6.094334869418943,142573,11,0
174,1114.0,2018-01-01,6477655.0,232607361.0,6.094334869418943,132038,11,0
175,1114.0,2018-02-01,4610378.0,245130839.0,6.094334869418943,141047,11,0
176,1114.0,2018-03-01,5201103.0,182457241.0,6.094334869418943,155720,11,0
177,1114.0,2018-04-01,4859602.0,227492849.0,6.094334869418943,168378,11,0
178,1114.0,2018-05-01,5180236.0,276371881.0,6.094334869418943,175002,11,0
179,1114.0,2018-06-01,4842469.0,149176782.0,6.094334869418943,168591,11,0
180,1114.0,2018-07-01,4331059.0,137418292.0,6.094334869418943,159306,11,0
181,1114.0,2018-08-01,5072742.0,156572553.0,6.094334869418943,155197,11,0
182,1114.0,2018-09-01,4563996.0,166330996.0,6.094334869418943,151731,11,0
183,1114.0,2018-10-01,5803112.0,183110762.0,7.437410913804654,154673,11,0
184,1114.0,2018-11-01,5171575.0,220492362.0,7.437410913804654,153678,11,0
185,1114.0,2018-12-01,5621318.0,183101792.0,7.437410913804654,143897,11,0
186,1114.0,2019-01-01,7075753.0,269494365.0,7.437410913804654,137523,11,0
187,1114.0,2019-02-01,4530142.0,250789719.0,7.437410913804654,146049,11,0
188,1114.0,2019-03-01,6015198.0,177620048.0,7.437410913804654,159749,11,0
189,1114.0,2019-04-01,5449445.0,294757245.0,7.437410913804654,176067,11,0
190,1114.0,2019-05-01,4959462.0,259440429.0,7.437410913804654,181155,11,0
191,1114.0,2019-06-01,3800780.0,160897155.0,9.45202498038322,174371,11,0
192,1114.0,2019-07-01,4474766.0,149794975.0,9.45202498038322,166013,11,0
193,1114.0,2019-08-01,4911756.0,164955691.0,9.45202498038322,161382,11,0
194,1114.0,2019-09-01,5208173.0,177770698.0,21.15765589252463,159262,11,1
195,1114.0,2019-10-01,4353016.0,196388951.0,21.15765589252463,162369,11,1
196,1114.0,2019-11-01,4839841.0,237822253.0,21.15765589252463,159224,11,1
197,1114.0,2019-12-01,5181672.0,195613792.0,21.15765589252463,152394,11,1
198,1114.0,2020-01-01,6002886.0,280519980.0,21.15765589252463,144150,11,1
199,1114.0,2020-02-01,4350594.0,252029423.0,21.15765589252463,151510,11,1
200,1119.0,2016-01-01,5759798.0,65528657.0,1.0116166742094157,49915,11,0
201,1119.0,2016-02-01,8532077.0,69308167.0,1.0116166742094157,53116,11,0
202,1119.0,2016-03-01,4990512.0,65676917.0,1.0116166742094157,57079,11,0
203,1119.0,2016-04-01,5307832.0,56334377.0,1.0116166742094157,63860,11,0
204,1119.0,2016-05-01,5653671.0,56299042.0,1.0116166742094157,67445,11,0
205,1119.0,2016-06-01,6242343.0,53910967.0,1.0116166742094157,69507,11,0
206,1119.0,2016-07-01,4826352.0,50618499.0,1.0116166742094157,71904,11,0
207,1119.0,2016-08-01,5401334.0,58282713.0,1.0116166742094157,71949,11,0
208,1119.0,2016-09-01,4192583.0,57322248.0,1.0116166742094157,72875,11,0
209,1119.0,2016-10-01,4940052.0,65875089.0,1.0116166742094157,70103,11,0
210,1119.0,2016-11-01,4250962.0,62992157.0,1.0116166742094157,63132,11,0
211,1119.0,2016-12-01,7110792.0,63241968.0,1.0116166742094157,57680,11,0
212,1119.0,2017-01-01,10525075.0,87881722.0,1.0116166742094157,49027,11,0
213,1119.0,2017-02-01,7827521.0,85325523.0,1.0116166742094157,51201,11,0
214,1119.0,2017-03-01,8498857.0,91077203.0,1.0116166742094157,56059,11,0
215,1119.0,2017-04-01,8601987.0,83828159.0,1.0116166742094157,61780,11,0
216,1119.0,2017-05-01,9803586.0,85459175.0,1.0116166742094157,66098,11,0
217,1119.0,2017-06-01,9643374.0,78272247.0,1.0116166742094157,68317,11,0
218,1119.0,2017-07-01,9216736.0,77405947.0,1.0116166742094157,69965,11,0
219,1119.0,2017-08-01,8278651.0,79976390.0,1.0116166742094157,70065,11,0
220,1119.0,2017-09-01,8628567.0,87177787.0,1.0116166742094157,71494,11,0
221,1119.0,2017-10-01,10418120.0,92852765.0,1.0116166742094157,70853,11,0
222,1119.0,2017-11-01,10909017.0,100087303.0,1.0116166742094157,63147,11,0
223,1119.0,2017-12-01,10053423.0,97409189.0,1.0116166742094157,58596,11,0
224,1119.0,2018-01-01,11578003.0,105749611.0,1.0116166742094157,50686,11,0
225,1119.0,2018-02-01,10116524.0,87348495.0,1.0116166742094157,53341,11,0
226,1119.0,2018-03-01,11417278.0,103624035.0,1.0116166742094157,57182,11,0
227,1119.0,2018-04-01,7830600.0,90125915.0,1.0116166742094157,61018,11,0
228,1119.0,2018-05-01,10007983.0,92696961.0,1.0116166742094157,65732,11,0
229,1119.0,2018-06-01,9464872.0,88302740.0,1.0116166742094157,67782,11,0
230,1119.0,2018-07-01,10325645.0,86088062.0,1.0116166742094157,69155,11,0
231,1119.0,2018-08-01,10230075.0,90084606.0,1.0116166742094157,69942,11,0
232,1119.0,2018-09-01,8457749.0,84465006.0,1.0116166742094157,70301,11,0
233,1119.0,2018-10-01,10840817.0,93363791.0,7.397457710065225,69628,11,1
234,1119.0,2018-11-01,11111818.0,98915209.0,7.397457710065225,63409,11,1
235,1119.0,2018-12-01,18192330.0,106052348.0,7.397457710065225,58886,11,1
236,1119.0,2019-01-01,7471822.0,97805050.0,7.397457710065225,50989,11,1
237,1119.0,2019-02-01,4779514.0,93767645.0,7.397457710065225,51668,11,1
238,1119.0,2019-03-01,5339773.0,95659310.0,7.397457710065225,55216,11,1
239,1119.0,2019-04-01,6098936.0,98273585.0,7.397457710065225,62826,11,1
240,1119.0,2019-05-01,7559106.0,92221289.0,7.397457710065225,67148,11,1
241,1119.0,2019-06-01,7378432.0,91249547.0,16.976219263848936,69562,11,1
242,1119.0,2019-07-01,7282481.0,89572366.0,16.976219263848936,71142,11,1
243,1119.0,2019-08-01,7113009.0,89914839.0,16.976219263848936,72837,11,1
244,1119.0,2019-09-01,6591292.0,102827388.0,21.638455697356235,73886,11,1
245,1119.0,2019-10-01,7979670.0,98430619.0,21.638455697356235,73626,11,1
246,1119.0,2019-11-01,4736083.0,91728758.0,21.638455697356235,66680,11,1
247,1119.0,2019-12-01,7463764.0,95030702.0,21.638455697356235,60925,11,1
248,1119.0,2020-01-01,8912557.0,94429661.0,21.638455697356235,55544,11,1
249,1119.0,2020-02-01,6454137.0,83677526.0,21.638455697356235,58072,11,1
250,1121.0,2016-01-01,0.0,113513830.0,0.30536249314052655,151759,11,0
251,1121.0,2016-02-01,0.0,156777819.0,0.30536249314052655,152132,11,0
252,1121.0,2016-03-01,0.0,237151483.0,0.30536249314052655,152963,11,0
253,1121.0,2016-04-01,0.0,217142050.0,0.30536249314052655,154969,11,0
254,1121.0,2016-05-01,0.0,137448973.0,0.30536249314052655,156631,11,0
255,1121.0,2016-06-01,0.0,113400780.0,0.30536249314052655,158640,11,0
256,1121.0,2016-07-01,172948.0,81089032.0,0.30536249314052655,158904,11,0
257,1121.0,2016-08-01,0.0,103041623.0,0.30536249314052655,158613,11,0
258,1121.0,2016-09-01,0.0,113348382.0,0.30536249314052655,157731,11,0
259,1121.0,2016-10-01,0.0,113295514.0,0.30536249314052655,157768,11,0
260,1121.0,2016-11-01,0.0,147637794.0,0.30536249314052655,156448,11,0
261,1121.0,2016-12-01,0.0,130096576.0,0.30536249314052655,156156,11,0
262,1121.0,2017-01-01,0.0,114077184.0,0.30536249314052655,153808,11,0
263,1121.0,2017-02-01,0.0,136499444.0,0.30536249314052655,154356,11,0
264,1121.0,2017-03-01,0.0,182029312.0,0.30536249314052655,155440,11,0
265,1121.0,2017-04-01,0.0,133685033.0,0.30536249314052655,156835,11,0
266,1121.0,2017-05-01,0.0,145916055.0,0.30536249314052655,159217,11,0
267,1121.0,2017-06-01,0.0,116907023.0,0.30536249314052655,161777,11,0
268,1121.0,2017-07-01,0.0,109601472.0,0.30536249314052655,161608,11,0
269,1121.0,2017-08-01,0.0,97602782.0,0.30536249314052655,161320,11,0
270,1121.0,2017-09-01,0.0,103371442.0,0.30536249314052655,159536,11,0
271,1121.0,2017-10-01,0.0,127628388.0,0.30536249314052655,160337,11,0
272,1121.0,2017-11-01,0.0,173293728.0,0.30536249314052655,158872,11,0
273,1121.0,2017-12-01,0.0,136298111.0,0.30536249314052655,158719,11,0
274,1121.0,2018-01-01,0.0,101003938.0,0.30536249314052655,155600,11,0
275,1121.0,2018-02-01,0.0,128422650.0,0.30536249314052655,155638,11,0
276,1121.0,2018-03-01,0.0,175070398.0,0.30536249314052655,156704,11,0
277,1121.0,2018-04-01,0.0,158141584.0,0.30536249314052655,157315,11,0
278,1121.0,2018-05-01,0.0,146990659.0,0.30536249314052655,159961,11,0
279,1121.0,2018-06-01,0.0,130310867.0,0.30536249314052655,161709,11,0
280,1121.0,2018-07-01,0.0,110831237.0,0.30536249314052655,161817,11,0
281,1121.0,2018-08-01,0.0,102813558.0,0.30536249314052655,161262,11,0
282,1121.0,2018-09-01,0.0,111558111.0,0.30536249314052655,159812,11,0
283,1121.0,2018-10-01,0.0,145507239.0,0.5764914713633505,159809,11,0
284,1121.0,2018-11-01,0.0,170524380.0,0.5764914713633505,158353,11,0
285,1121.0,2018-12-01,0.0,141907149.0,0.5764914713633505,157704,11,0
286,1121.0,2019-01-01,0.0,131229817.0,0.5764914713633505,155184,11,0
287,1121.0,2019-02-01,0.0,167766793.0,0.5764914713633505,155328,11,0
288,1121.0,2019-03-01,0.0,211845592.0,0.5764914713633505,156211,11,0
289,1121.0,2019-04-01,0.0,207868473.0,0.5764914713633505,158094,11,0
290,1121.0,2019-05-01,0.0,165187894.0,0.5764914713633505,159931,11,0
291,1121.0,2019-06-01,0.0,137823249.0,0.9831849386975866,162100,11,0
292,1121.0,2019-07-01,0.0,107709488.0,0.9831849386975866,162345,11,0
293,1121.0,2019-08-01,0.0,93123091.0,0.9831849386975866,161987,11,0
294,1121.0,2019-09-01,0.0,105912490.0,15.57649147136335,160371,11,1
295,1121.0,2019-10-01,0.0,151944567.0,15.57649147136335,161228,11,1
296,1121.0,2019-11-01,0.0,179978386.0,15.57649147136335,159709,11,1
297,1121.0,2019-12-01,0.0,173041701.0,15.57649147136335,159254,11,1
298,1121.0,2020-01-01,0.0,135584559.0,15.57649147136335,157102,11,1
299,1121.0,2020-02-01,0.0,153344815.0,15.57649147136335,157337,11,1
300,1122.0,2016-01-01,0.0,27107750.0,0.0,32096,11,0
301,1122.0,2016-02-01,0.0,31041305.0,0.0,32139,11,0
302,1122.0,2016-03-01,0.0,31711203.0,0.0,32254,11,0
303,1122.0,2016-04-01,0.0,26191312.0,0.0,32375,11,0
304,1122.0,2016-05-01,0.0,28319729.0,0.0,32519,11,0
305,1122.0,2016-06-01,0.0,27909447.0,0.0,32845,11,0
306,1122.0,2016-07-01,0.0,21873690.0,0.0,32926,11,0
307,1122.0,2016-08-01,0.0,25771654.0,0.0,32678,11,0
308,1122.0,2016-09-01,0.0,23924587.0,0.0,32323,11,0
309,1122.0,2016-10-01,0.0,21204067.0,0.0,32774,11,0
310,1122.0,2016-11-01,0.0,21647682.0,0.0,32744,11,0
311,1122.0,2016-12-01,0.0,24599408.0,0.0,32994,11,0
312,1122.0,2017-01-01,0.0,28521201.0,0.0,32652,11,0
313,1122.0,2017-02-01,0.0,28014282.0,0.0,32562,11,0
314,1122.0,2017-03-01,0.0,30290136.0,0.0,32745,11,0
315,1122.0,2017-04-01,0.0,26681553.0,0.0,32710,11,0
316,1122.0,2017-05-01,0.0,30037432.0,0.0,32830,11,0
317,1122.0,2017-06-01,0.0,29876380.0,0.0,33403,11,0
318,1122.0,2017-07-01,0.0,28324700.0,0.0,33402,11,0
319,1122.0,2017-08-01,0.0,30761019.0,0.0,33215,11,0
320,1122.0,2017-09-01,0.0,23285645.0,0.0,32982,11,0
321,1122.0,2017-10-01,0.0,27244601.0,0.0,33057,11,0
322,1122.0,2017-11-01,0.0,29830179.0,0.0,33247,11,0
323,1122.0,2017-12-01,0.0,26710382.0,0.0,33454,11,0
324,1122.0,2018-01-01,0.0,32804048.0,0.0,33141,11,0
325,1122.0,2018-02-01,0.0,29336196.0,0.0,33117,11,0
326,1122.0,2018-03-01,0.0,29432315.0,0.0,33202,11,0
327,1122.0,2018-04-01,0.0,25057376.0,0.0,33124,11,0
328,1122.0,2018-05-01,0.0,28108150.0,0.0,33459,11,0
329,1122.0,2018-06-01,0.0,23098502.0,0.0,34064,11,0
330,1122.0,2018-07-01,0.0,22696639.0,0.0,33689,11,0
331,1122.0,2018-08-01,0.0,20449302.0,0.0,33406,11,0
332,1122.0,2018-09-01,0.0,18597393.0,0.0,32948,11,0
333,1122.0,2018-10-01,0.0,23339604.0,0.0,33288,11,0
334,1122.0,2018-11-01,0.0,25860171.0,0.0,33290,11,0
335,1122.0,2018-12-01,0.0,24061995.0,0.0,33330,11,0
336,1122.0,2019-01-01,0.0,28570539.0,0.0,30700,11,0
337,1122.0,2019-02-01,0.0,28143642.0,0.0,30636,11,0
338,1122.0,2019-03-01,0.0,25796244.0,0.0,30732,11,0
339,1122.0,2019-04-01,0.0,31841389.0,0.0,30705,11,0
340,1122.0,2019-05-01,0.0,33151789.0,0.0,30982,11,0
341,1122.0,2019-06-01,0.0,23551112.0,0.0,31442,11,0
342,1122.0,2019-07-01,0.0,22371724.0,0.0,31572,11,0
343,1122.0,2019-08-01,0.0,22522066.0,0.0,31319,11,0
